Revenue,Quantity,Price,Total Cost,Profit,Order Date,Month,Customer Name,Region,Order Time (IST)
688,20,34.4,571.04,116.96,18-Oct-23,October,Customer 627,East,4:03 PM
623.79,9,69.31,417.9393,205.8507,12-Jun-23,June,Customer 3974,South,4:24 PM
185.64,2,92.82,118.8096,66.8304,12-Oct-23,October,Customer 3475,North,9:26 AM
14.74,1,14.74,12.0868,2.6532,11-May-24,May,Customer 4492,South,12:33 PM
928.37,17,54.61,501.3198,427.0502,06-Jul-23,July,Customer 1349,North,9:29 AM
616.36,19,32.44,351.3252,265.0348,08-Nov-23,November,Customer 424,East,2:00 PM
365.64,11,33.24,325.4196,40.2204,06-Nov-23,November,Customer 3639,Central,12:02 PM
991.9,10,99.19,595.14,396.76,12-Jun-24,June,Customer 1840,West,10:02 AM
531.05,19,27.95,403.598,127.452,24-May-23,May,Customer 2742,West,12:12 PM
1665.16,19,87.64,882.5348,782.6252,20-Jun-24,June,Customer 3011,West,2:22 PM
1103.55,15,73.57,993.195,110.355,13-Nov-24,November,Customer 1057,Central,5:30 PM
849.06,9,94.34,441.5112,407.5488,20-May-23,May,Customer 3185,South,2:21 PM
1540.48,16,96.28,1078.336,462.144,20-Sep-23,September,Customer 2213,North,1:18 PM
325.68,12,27.14,247.5168,78.1632,30-Jan-23,January,Customer 3132,Central,2:46 PM
1856.11,19,97.69,1540.5713,315.5387,17-May-23,May,Customer 1077,South,1:30 PM
1193.01,13,91.77,978.2682,214.7418,02-Nov-24,November,Customer 2958,East,8:31 PM
430.74,9,47.86,301.518,129.222,12-Apr-24,April,Customer 3516,West,6:08 PM
478.6,5,95.72,382.88,95.72,17-Sep-24,September,Customer 4805,North,1:14 PM
241.68,6,40.28,130.5072,111.1728,08-Jul-23,July,Customer 1904,Central,1:17 PM
103.35,5,20.67,69.2445,34.1055,16-Feb-24,February,Customer 3840,North,8:10 PM
469.56,14,33.54,333.3876,136.1724,20-Aug-23,August,Customer 757,West,3:02 PM
354.32,4,88.58,304.7152,49.6048,10-Dec-23,December,Customer 2453,East,12:22 PM
221.73,3,73.91,159.6456,62.0844,20-Mar-24,March,Customer 2003,West,4:01 PM
224.84,4,56.21,130.4072,94.4328,22-Dec-23,December,Customer 2492,South,1:03 PM
414.24,12,34.52,269.256,144.984,11-Jun-24,June,Customer 4697,Central,10:00 AM
243.2,16,15.2,199.424,43.776,18-Nov-23,November,Customer 56,West,1:24 PM
1020.85,17,60.05,847.3055,173.5445,21-Mar-23,March,Customer 1062,South,9:20 PM
800.53,17,47.09,424.2809,376.2491,17-Aug-24,August,Customer 4123,North,6:57 PM
74.29,1,74.29,66.1181,8.1719,01-Oct-24,October,Customer 3245,East,10:47 AM
340.08,8,42.51,204.048,136.032,31-Dec-23,December,Customer 36,Central,12:07 PM
69.85,5,13.97,62.865,6.985,13-Aug-24,August,Customer 2157,Central,5:37 PM
407.99,11,37.09,269.2734,138.7166,28-Aug-24,August,Customer 638,South,10:04 AM
869.13,9,96.57,573.6258,295.5042,27-Jun-24,June,Customer 2792,Central,4:11 PM
361.08,12,30.09,231.0912,129.9888,22-Feb-23,February,Customer 2887,South,8:15 PM
179.48,4,44.87,141.7892,37.6908,27-Apr-23,April,Customer 3169,Central,1:17 PM
378.67,19,19.93,310.5094,68.1606,22-Aug-24,August,Customer 789,East,4:05 PM
182.91,7,26.13,95.1132,87.7968,11-May-24,May,Customer 1246,West,7:54 PM
482.8,17,28.4,381.412,101.388,03-Nov-23,November,Customer 966,South,4:42 PM
1661.58,18,92.31,1146.4902,515.0898,28-Nov-23,November,Customer 1276,Central,3:16 PM
509.36,8,63.67,427.8624,81.4976,30-Jul-23,July,Customer 185,East,6:32 PM
100.38,3,33.46,50.19,50.19,14-Oct-23,October,Customer 1479,Central,7:41 PM
766.8,20,38.34,444.744,322.056,05-Nov-23,November,Customer 3442,East,4:40 PM
489.45,13,37.65,430.716,58.734,25-Sep-24,September,Customer 1244,South,10:08 AM
1334.88,16,83.43,1094.6016,240.2784,02-Jun-23,June,Customer 95,East,8:17 PM
1202.76,13,92.52,709.6284,493.1316,08-Apr-24,April,Customer 368,West,10:18 AM
165.9,14,11.85,137.697,28.203,09-Sep-23,September,Customer 973,North,6:45 PM
284.19,3,94.73,156.3045,127.8855,30-Aug-24,August,Customer 2702,South,4:10 PM
1253.41,17,73.73,927.5234,325.8866,17-Jan-23,January,Customer 3115,East,1:24 PM
249.03,9,27.67,149.418,99.612,30-Jul-24,July,Customer 1984,East,2:04 PM
1052.26,11,95.66,683.969,368.291,25-Jul-23,July,Customer 1688,Central,5:16 PM
1410.83,17,82.99,1185.0972,225.7328,09-Jan-23,January,Customer 4485,Central,11:32 AM
947.84,16,59.24,578.1824,369.6576,24-Jun-24,June,Customer 3759,West,1:50 PM
448.75,5,89.75,255.7875,192.9625,13-Oct-24,October,Customer 2458,West,12:20 PM
939.36,12,78.28,845.424,93.936,02-Apr-23,April,Customer 4853,East,1:43 PM
1096.59,11,99.69,800.5107,296.0793,29-Mar-23,March,Customer 4292,East,6:45 PM
755.6,20,37.78,385.356,370.244,15-Oct-24,October,Customer 4771,South,5:11 PM
429.59,19,22.61,296.4171,133.1729,28-Feb-23,February,Customer 4072,West,10:21 AM
205.8,14,14.7,168.756,37.044,11-May-23,May,Customer 2352,South,12:25 PM
791.73,19,41.67,538.3764,253.3536,05-Dec-23,December,Customer 4281,West,9:04 AM
1087.13,11,98.83,728.3771,358.7529,06-Apr-23,April,Customer 2963,West,3:40 PM
1275.2,16,79.7,739.616,535.584,26-Apr-23,April,Customer 3142,North,4:20 PM
916.37,13,70.49,558.9857,357.3843,22-Jun-23,June,Customer 2712,North,8:02 PM
1346.91,17,79.23,1010.1825,336.7275,18-Jan-24,January,Customer 3484,Central,1:18 PM
1189.86,14,84.99,809.1048,380.7552,28-Nov-24,November,Customer 3497,Central,4:37 PM
1509.12,16,94.32,1071.4752,437.6448,29-Sep-24,September,Customer 2660,South,12:50 PM
110.64,3,36.88,85.1928,25.4472,04-Dec-23,December,Customer 4214,South,8:27 PM
801.32,13,61.64,432.7128,368.6072,15-Jun-24,June,Customer 3315,South,9:58 AM
963.4,10,96.34,520.236,443.164,29-Mar-24,March,Customer 2848,West,5:55 PM
760.3,10,76.03,577.828,182.472,05-Aug-24,August,Customer 2263,South,6:29 PM
382.2,20,19.11,275.184,107.016,14-Sep-24,September,Customer 4894,South,5:39 PM
702.61,17,41.33,477.7748,224.8352,06-May-23,May,Customer 2901,Central,4:07 PM
72.5,5,14.5,42.05,30.45,15-Oct-23,October,Customer 317,South,6:58 PM
1870.17,19,98.43,1421.3292,448.8408,12-Sep-24,September,Customer 276,Central,4:36 PM
91.44,3,30.48,66.7512,24.6888,27-Aug-23,August,Customer 289,West,3:22 PM
167.44,13,12.88,102.1384,65.3016,16-Jul-23,July,Customer 3485,North,8:03 PM
1074.59,11,97.69,902.6556,171.9344,08-May-24,May,Customer 2895,West,6:06 PM
163.24,2,81.62,106.106,57.134,26-Dec-23,December,Customer 2236,North,11:16 AM
945.92,16,59.12,671.6032,274.3168,20-Mar-23,March,Customer 3245,East,6:02 PM
37.06,1,37.06,19.2712,17.7888,15-Mar-23,March,Customer 1394,Central,1:26 PM
715.44,11,65.04,643.896,71.544,02-Oct-24,October,Customer 2442,North,10:48 AM
23.93,1,23.93,16.0331,7.8969,13-Sep-23,September,Customer 2206,North,4:34 PM
58.78,1,58.78,50.5508,8.2292,12-Sep-24,September,Customer 1111,North,1:16 PM
1041.82,13,80.14,812.6196,229.2004,20-Jan-24,January,Customer 1208,North,6:12 PM
361.44,12,30.12,256.6224,104.8176,27-Jan-24,January,Customer 3504,North,9:08 PM
368.8,10,36.88,243.408,125.392,19-Oct-24,October,Customer 3755,North,6:18 PM
384.02,14,27.43,307.216,76.804,01-Apr-24,April,Customer 4185,North,2:24 PM
1012.2,20,50.61,738.906,273.294,08-Aug-24,August,Customer 4584,Central,5:06 PM
1100.41,17,64.73,990.369,110.041,04-Apr-24,April,Customer 1437,West,10:36 AM
593.97,13,45.69,397.9599,196.0101,20-Jul-24,July,Customer 1739,East,9:29 AM
127.98,6,21.33,106.2234,21.7566,12-Oct-23,October,Customer 4645,North,2:01 PM
415.6,20,20.78,224.424,191.176,22-Jul-23,July,Customer 3279,Central,6:57 PM
124.84,4,31.21,96.1268,28.7132,08-Apr-23,April,Customer 3609,South,2:09 PM
376.64,8,47.08,244.816,131.824,31-Mar-23,March,Customer 2827,South,9:36 PM
510,20,25.5,453.9,56.1,24-Dec-23,December,Customer 1653,West,12:06 PM
674.8,10,67.48,350.896,323.904,08-May-24,May,Customer 2732,North,12:06 PM
76.91,1,76.91,46.146,30.764,03-Jun-23,June,Customer 393,East,3:39 PM
409.29,7,58.47,278.3172,130.9728,13-Dec-24,December,Customer 853,Central,9:26 AM
669.78,9,74.42,448.7526,221.0274,17-Jan-23,January,Customer 4632,Central,1:12 PM
289.74,3,96.58,234.6894,55.0506,02-Mar-24,March,Customer 3973,West,4:28 PM
938.34,18,52.13,506.7036,431.6364,26-Apr-24,April,Customer 2437,North,1:25 PM
591.66,9,65.74,479.2446,112.4154,08-Dec-23,December,Customer 1478,East,8:51 PM
339.05,5,67.81,196.649,142.401,27-Feb-23,February,Customer 2517,West,3:44 PM
825.9,10,82.59,619.425,206.475,11-Jun-24,June,Customer 2762,Central,7:24 PM
360.96,6,60.16,227.4048,133.5552,18-Jul-23,July,Customer 721,East,9:55 PM
1698.03,19,89.37,1528.227,169.803,06-Jul-23,July,Customer 699,East,6:47 PM
125.16,4,31.29,111.3924,13.7676,18-Jun-24,June,Customer 3491,North,7:16 PM
245.7,10,24.57,142.506,103.194,19-Aug-23,August,Customer 770,East,1:07 PM
261.5,10,26.15,217.045,44.455,08-Mar-24,March,Customer 4541,South,6:55 PM
432.18,18,24.01,350.0658,82.1142,23-May-24,May,Customer 3251,South,9:04 PM
491.64,12,40.97,363.8136,127.8264,25-Feb-24,February,Customer 1377,North,4:25 PM
184.48,16,11.53,127.2912,57.1888,27-Sep-23,September,Customer 1126,West,7:44 PM
1405.05,17,82.65,1081.8885,323.1615,23-Nov-23,November,Customer 921,Central,10:57 AM
987.7,14,70.55,780.283,207.417,01-Feb-23,February,Customer 3414,North,4:43 PM
1240.2,18,68.9,806.13,434.07,05-Feb-23,February,Customer 3995,South,3:23 PM
190.11,3,63.37,131.1759,58.9341,04-Jan-23,January,Customer 1465,North,2:09 PM
615.04,16,38.44,541.2352,73.8048,08-Jan-23,January,Customer 515,North,9:09 PM
770.3,10,77.03,600.834,169.466,15-Nov-23,November,Customer 4235,North,5:20 PM
271.84,8,33.98,222.9088,48.9312,27-Sep-24,September,Customer 1402,West,9:31 AM
603.89,7,86.27,428.7619,175.1281,12-Dec-23,December,Customer 2408,East,1:04 PM
936.39,13,72.03,767.8398,168.5502,22-Nov-23,November,Customer 1235,West,10:50 AM
262.2,10,26.22,162.564,99.636,14-Jun-23,June,Customer 1822,West,9:51 AM
1403.4,15,93.56,982.38,421.02,06-May-24,May,Customer 1791,East,8:18 PM
366.6,5,73.32,304.278,62.322,17-Aug-23,August,Customer 1653,Central,1:37 PM
181.98,2,90.99,143.7642,38.2158,28-Nov-24,November,Customer 450,Central,5:23 PM
176.4,5,35.28,111.132,65.268,05-Sep-24,September,Customer 3486,West,8:24 PM
975.2,10,97.52,516.856,458.344,03-Jun-24,June,Customer 4593,West,5:33 PM
257.25,3,85.75,162.0675,95.1825,08-Jul-23,July,Customer 809,South,12:00 PM
233.07,17,13.71,170.1411,62.9289,18-Mar-23,March,Customer 2644,West,8:48 PM
426.15,9,47.35,302.5665,123.5835,04-Sep-24,September,Customer 2067,Central,2:57 PM
437.8,11,39.8,363.374,74.426,12-Dec-23,December,Customer 3760,South,9:00 PM
1427.49,17,83.97,770.8446,656.6454,13-Oct-23,October,Customer 785,North,12:41 PM
892.16,16,55.76,588.8256,303.3344,22-Mar-23,March,Customer 2275,West,10:42 AM
276.6,4,69.15,243.408,33.192,10-Oct-24,October,Customer 2876,North,6:28 PM
809.82,18,44.99,477.7938,332.0262,17-Nov-24,November,Customer 4894,Central,4:40 PM
987.25,11,89.75,878.6525,108.5975,06-May-23,May,Customer 4153,North,12:08 PM
879.12,9,97.68,527.472,351.648,31-Aug-23,August,Customer 2881,East,7:26 PM
76.65,1,76.65,45.2235,31.4265,08-Nov-23,November,Customer 2586,East,1:08 PM
286.2,18,15.9,220.374,65.826,06-Mar-24,March,Customer 347,Central,5:27 PM
769.32,18,42.74,507.7512,261.5688,12-Mar-24,March,Customer 2311,West,12:00 PM
903.54,11,82.14,813.186,90.354,26-Sep-24,September,Customer 3579,West,1:26 PM
579.12,19,30.48,306.9336,272.1864,20-Apr-23,April,Customer 63,East,12:05 PM
1881.6,20,94.08,1524.096,357.504,01-Jan-23,January,Customer 1829,Central,5:10 PM
132.4,10,13.24,74.144,58.256,03-Mar-24,March,Customer 3501,West,9:39 AM
60,4,15,41.4,18.6,09-Jun-23,June,Customer 2823,West,8:13 PM
722.7,11,65.7,491.436,231.264,24-Jan-23,January,Customer 3625,West,9:02 AM
549.64,7,78.52,412.23,137.41,24-May-23,May,Customer 3462,North,5:22 PM
729.52,8,91.19,532.5496,196.9704,14-Jul-23,July,Customer 4485,West,2:24 PM
395.28,12,32.94,312.2712,83.0088,21-Dec-23,December,Customer 4379,South,9:43 PM
731.12,8,91.39,489.8504,241.2696,17-Apr-23,April,Customer 29,South,7:30 PM
438.24,12,36.52,302.3856,135.8544,28-Mar-24,March,Customer 4769,South,6:01 PM
995.55,15,66.37,497.775,497.775,26-Mar-24,March,Customer 4306,North,3:52 PM
1016.18,11,92.38,741.8114,274.3686,28-Feb-23,February,Customer 973,North,7:23 PM
49.96,2,24.98,26.4788,23.4812,22-Aug-24,August,Customer 4380,West,10:04 AM
291.76,14,20.84,210.0672,81.6928,23-Apr-23,April,Customer 2047,West,2:49 PM
687.83,11,62.53,536.5074,151.3226,17-May-24,May,Customer 1397,South,9:40 PM
151.35,5,30.27,83.2425,68.1075,30-Jun-23,June,Customer 2698,Central,5:00 PM
33.63,1,33.63,25.5588,8.0712,04-Jul-24,July,Customer 3507,South,9:21 AM
259.44,6,43.24,184.2024,75.2376,31-Mar-24,March,Customer 3400,South,9:16 AM
379.2,16,23.7,303.36,75.84,01-Apr-24,April,Customer 730,West,12:05 PM
92.16,9,10.24,53.4528,38.7072,15-Mar-23,March,Customer 551,Central,6:14 PM
175.49,7,25.07,131.6175,43.8725,06-Aug-23,August,Customer 4942,East,8:52 PM
597.12,6,99.52,513.5232,83.5968,15-Nov-23,November,Customer 430,Central,10:50 AM
753.44,16,47.09,595.2176,158.2224,23-Jul-23,July,Customer 4268,Central,11:40 AM
243.64,4,60.91,129.1292,114.5108,28-Apr-24,April,Customer 1520,Central,10:53 AM
275.24,4,68.81,225.6968,49.5432,11-Jun-24,June,Customer 4907,Central,12:23 PM
285.24,12,23.77,216.7824,68.4576,24-Nov-23,November,Customer 503,North,10:14 AM
1004.15,19,52.85,743.071,261.079,03-Mar-23,March,Customer 2425,East,3:28 PM
823.56,12,68.63,625.9056,197.6544,29-May-24,May,Customer 1981,West,9:17 AM
777.36,12,64.78,458.6424,318.7176,01-Jun-23,June,Customer 3283,East,10:40 AM
129.96,6,21.66,100.0692,29.8908,21-Mar-24,March,Customer 1655,West,11:28 AM
392.15,5,78.43,298.034,94.116,30-Jul-23,July,Customer 1263,North,2:11 PM
366.45,7,52.35,227.199,139.251,14-Apr-23,April,Customer 4519,West,5:58 PM
1437.12,18,79.84,905.3856,531.7344,14-Jun-24,June,Customer 4580,East,6:43 PM
968.4,20,48.42,735.984,232.416,21-Jul-23,July,Customer 2265,East,8:36 PM
203.46,3,67.82,120.0414,83.4186,06-Jun-24,June,Customer 2397,South,8:16 PM
1479.51,17,87.03,887.706,591.804,24-Sep-24,September,Customer 3092,North,9:01 AM
376.53,7,53.79,207.0915,169.4385,01-Jul-24,July,Customer 1666,South,8:39 PM
93.51,1,93.51,55.1709,38.3391,31-Jan-23,January,Customer 1332,East,2:10 PM
291.04,17,17.12,244.4736,46.5664,02-Dec-24,December,Customer 3565,South,9:37 AM
169.35,5,33.87,108.384,60.966,21-Aug-23,August,Customer 1506,North,4:45 PM
234.87,3,78.29,180.8499,54.0201,21-Nov-24,November,Customer 2229,East,12:49 PM
421.98,13,32.46,316.485,105.495,27-Dec-23,December,Customer 4778,West,2:49 PM
346.08,6,57.68,173.04,173.04,14-Oct-23,October,Customer 4220,West,7:28 PM
802.44,18,44.58,561.708,240.732,01-Jan-23,January,Customer 4295,East,10:04 AM
121.28,4,30.32,100.6624,20.6176,03-Mar-23,March,Customer 1456,North,3:57 PM
588,10,58.8,358.68,229.32,05-Apr-24,April,Customer 1623,North,8:03 PM
261.2,20,13.06,169.78,91.42,12-Mar-23,March,Customer 1406,West,6:21 PM
272.6,5,54.52,231.71,40.89,06-Jun-23,June,Customer 267,South,9:33 AM
661.32,9,73.48,542.2824,119.0376,06-Oct-24,October,Customer 2787,South,5:50 PM
281.45,5,56.29,247.676,33.774,11-Apr-23,April,Customer 3717,East,12:31 PM
679.49,7,97.07,523.2073,156.2827,06-Dec-24,December,Customer 189,South,6:53 PM
792.54,18,44.03,673.659,118.881,15-Nov-23,November,Customer 1092,East,4:19 PM
299.16,9,33.24,179.496,119.664,22-Jun-24,June,Customer 3403,East,6:29 PM
561.96,14,40.14,393.372,168.588,06-Dec-23,December,Customer 3481,West,10:41 AM
76.47,1,76.47,64.2348,12.2352,03-Nov-24,November,Customer 1434,Central,8:29 PM
360.06,6,60.01,255.6426,104.4174,03-Sep-23,September,Customer 3269,East,10:40 AM
155.16,9,17.24,83.7864,71.3736,12-Jan-24,January,Customer 2492,East,1:36 PM
1190.24,16,74.39,1047.4112,142.8288,13-Oct-23,October,Customer 1065,North,9:30 AM
88.88,1,88.88,76.4368,12.4432,31-May-23,May,Customer 4550,Central,7:00 PM
195.92,8,24.49,125.3888,70.5312,08-Aug-23,August,Customer 3974,South,4:59 PM
321.8,4,80.45,186.644,135.156,16-May-24,May,Customer 635,West,11:08 AM
1585.8,20,79.29,1284.498,301.302,21-Sep-24,September,Customer 3137,South,2:09 PM
257.34,3,85.78,218.739,38.601,27-May-23,May,Customer 1814,Central,6:52 PM
57.5,1,57.5,41.975,15.525,10-Jul-24,July,Customer 4709,North,5:27 PM
382.15,5,76.43,309.5415,72.6085,28-Feb-24,February,Customer 4717,East,12:58 PM
941.28,12,78.44,771.8496,169.4304,17-Jan-23,January,Customer 4442,North,10:02 AM
275.52,3,91.84,162.5568,112.9632,17-Sep-24,September,Customer 2552,East,11:41 AM
1088.28,12,90.69,946.8036,141.4764,06-Sep-23,September,Customer 2791,Central,9:27 PM
1534,20,76.7,767,767,25-Sep-24,September,Customer 482,West,2:54 PM
678.78,9,75.42,536.2362,142.5438,07-Oct-23,October,Customer 4806,North,5:26 PM
1104.09,13,84.93,817.0266,287.0634,12-Jul-24,July,Customer 2828,Central,9:13 PM
552.15,15,36.81,480.3705,71.7795,18-May-23,May,Customer 1882,East,7:53 PM
147.14,14,10.51,104.4694,42.6706,05-Sep-23,September,Customer 4647,East,6:52 PM
933.98,17,54.94,476.3298,457.6502,19-Jul-24,July,Customer 3959,West,5:05 PM
1612.26,18,89.57,967.356,644.904,29-Mar-23,March,Customer 1778,West,7:22 PM
237.1,5,47.42,139.889,97.211,17-Feb-23,February,Customer 4791,North,12:25 PM
255,3,85,168.3,86.7,15-Feb-23,February,Customer 2856,South,6:40 PM
917.66,17,53.98,486.3598,431.3002,20-Apr-23,April,Customer 3015,West,4:29 PM
720,15,48,633.6,86.4,31-May-23,May,Customer 2229,South,2:58 PM
106.5,6,17.75,71.355,35.145,24-Mar-23,March,Customer 3568,South,8:24 PM
1437,15,95.8,1235.82,201.18,02-Sep-24,September,Customer 2783,West,6:58 PM
658.35,19,34.65,520.0965,138.2535,06-Jun-23,June,Customer 162,South,4:11 PM
520.4,10,52.04,437.136,83.264,29-Sep-23,September,Customer 1060,Central,9:45 AM
188.15,5,37.63,105.364,82.786,01-Jul-24,July,Customer 2180,South,7:07 PM
424.44,12,35.37,267.3972,157.0428,24-Jan-24,January,Customer 1974,West,8:59 PM
473.68,8,59.21,312.6288,161.0512,04-Aug-23,August,Customer 4679,Central,9:56 AM
51.32,1,51.32,40.0296,11.2904,09-Dec-24,December,Customer 3123,North,7:02 PM
196.62,2,98.31,137.634,58.986,04-Oct-23,October,Customer 1727,East,10:15 AM
356.29,11,32.39,242.2772,114.0128,05-Aug-24,August,Customer 4781,North,1:43 PM
430.61,17,25.33,223.9172,206.6928,26-Oct-24,October,Customer 1724,South,5:02 PM
1242.03,19,65.37,1117.827,124.203,12-Nov-23,November,Customer 2619,West,3:49 PM
397.32,12,33.11,309.9096,87.4104,08-Jan-23,January,Customer 1652,West,9:01 AM
280.2,20,14.01,151.308,128.892,09-Dec-23,December,Customer 2942,South,2:55 PM
714.42,14,51.03,400.0752,314.3448,05-Feb-24,February,Customer 1557,South,9:53 PM
1647.9,18,91.55,1038.177,609.723,05-Oct-24,October,Customer 2470,South,8:01 PM
358,20,17.9,286.4,71.6,12-Apr-24,April,Customer 4479,East,5:46 PM
1186.08,16,74.13,853.9776,332.1024,25-Jun-24,June,Customer 1171,West,9:34 AM
1865.61,19,98.19,1511.1441,354.4659,16-Sep-24,September,Customer 4008,West,9:36 AM
1581.12,18,87.84,1122.5952,458.5248,14-Nov-24,November,Customer 2945,East,7:06 PM
431.1,15,28.74,293.148,137.952,21-Mar-24,March,Customer 4066,North,5:58 PM
57.68,2,28.84,51.912,5.768,25-Dec-24,December,Customer 396,North,12:15 PM
81.42,6,13.57,70.0212,11.3988,20-Nov-23,November,Customer 1086,Central,9:33 PM
302.12,7,43.16,259.8232,42.2968,13-Mar-23,March,Customer 2435,Central,5:08 PM
928.8,16,58.05,724.464,204.336,04-Aug-24,August,Customer 665,North,9:45 PM
284.76,9,31.64,153.7704,130.9896,15-Nov-23,November,Customer 2692,South,5:09 PM
1269.56,17,74.68,736.3448,533.2152,27-May-24,May,Customer 36,West,12:53 PM
751.1,10,75.11,420.616,330.484,19-Aug-23,August,Customer 4829,North,5:26 PM
135.4,4,33.85,69.054,66.346,01-Feb-23,February,Customer 3244,East,10:39 AM
793.9,10,79.39,523.974,269.926,05-Feb-23,February,Customer 660,East,11:22 AM
298.85,5,59.77,215.172,83.678,30-Nov-24,November,Customer 4872,East,12:29 PM
488.25,9,54.25,336.8925,151.3575,11-Mar-23,March,Customer 3374,South,4:47 PM
461.65,7,65.95,263.1405,198.5095,11-May-23,May,Customer 4447,Central,7:31 PM
557.37,9,61.93,395.7327,161.6373,05-Nov-24,November,Customer 3145,South,10:53 AM
656.46,14,46.89,334.7946,321.6654,07-Feb-23,February,Customer 2310,North,9:10 AM
300.15,15,20.01,159.0795,141.0705,11-Nov-24,November,Customer 3335,West,1:06 PM
134.31,11,12.21,77.8998,56.4102,22-Aug-23,August,Customer 1966,East,11:58 AM
490.35,15,32.69,308.9205,181.4295,03-Dec-24,December,Customer 4692,North,6:21 PM
1136.1,14,81.15,772.548,363.552,03-Sep-24,September,Customer 3309,North,7:57 PM
214.48,4,53.62,150.136,64.344,17-Nov-24,November,Customer 4139,North,5:30 PM
913.5,15,60.9,767.34,146.16,20-Oct-23,October,Customer 4177,Central,4:08 PM
379.98,6,63.33,292.5846,87.3954,21-Feb-24,February,Customer 3849,East,6:23 PM
660.5,10,66.05,343.46,317.04,16-Mar-23,March,Customer 4867,West,12:28 PM
327.47,11,29.77,212.8555,114.6145,21-Dec-23,December,Customer 3538,South,1:10 PM
1790.75,19,94.25,1450.5075,340.2425,20-Nov-24,November,Customer 3706,South,7:36 PM
845.91,13,65.07,710.5644,135.3456,27-Jan-24,January,Customer 2547,North,12:51 PM
1447.36,16,90.46,810.5216,636.8384,01-Sep-24,September,Customer 1086,Central,1:51 PM
478.98,9,53.22,301.7574,177.2226,30-Mar-24,March,Customer 4451,West,4:36 PM
1135.03,13,87.31,635.6168,499.4132,16-Mar-23,March,Customer 1237,East,9:34 PM
98.04,6,16.34,50.0004,48.0396,30-Sep-23,September,Customer 3299,North,4:44 PM
94.89,3,31.63,51.2406,43.6494,30-Apr-23,April,Customer 598,South,8:50 PM
101.28,4,25.32,82.0368,19.2432,13-Aug-24,August,Customer 409,Central,7:01 PM
655.9,14,46.85,472.248,183.652,07-Dec-24,December,Customer 4306,East,4:47 PM
1439.25,19,75.75,1151.4,287.85,22-Oct-23,October,Customer 2110,West,10:30 AM
596.85,15,39.79,370.047,226.803,18-Sep-23,September,Customer 4264,East,2:27 PM
671.68,8,83.96,409.7248,261.9552,13-Aug-23,August,Customer 291,South,5:38 PM
261.15,15,17.41,138.4095,122.7405,09-Mar-24,March,Customer 2114,Central,6:05 PM
120.42,3,40.14,84.294,36.126,27-Sep-24,September,Customer 1177,Central,9:15 AM
402.12,12,33.51,309.6324,92.4876,24-Jul-23,July,Customer 3337,North,6:20 PM
181.8,4,45.45,136.35,45.45,20-May-23,May,Customer 3651,North,4:07 PM
737.12,8,92.14,567.5824,169.5376,20-Apr-24,April,Customer 3361,North,2:15 PM
478.87,7,68.41,416.6169,62.2531,03-Sep-23,September,Customer 3106,West,9:24 PM
1746.9,18,97.05,873.45,873.45,27-Jan-24,January,Customer 194,West,2:34 PM
437.1,10,43.71,305.97,131.13,08-Jun-23,June,Customer 1100,East,8:59 PM
89.36,2,44.68,50.9352,38.4248,05-Nov-23,November,Customer 4401,Central,1:52 PM
366,5,73.2,289.14,76.86,10-Oct-23,October,Customer 1488,West,11:24 AM
225.21,3,75.07,159.8991,65.3109,30-Aug-23,August,Customer 500,North,7:05 PM
970.14,19,51.06,785.8134,184.3266,13-Nov-23,November,Customer 2644,South,11:39 AM
19.75,1,19.75,14.0225,5.7275,22-Jul-24,July,Customer 3861,North,12:22 PM
278.64,9,30.96,222.912,55.728,06-Mar-23,March,Customer 3134,North,8:27 PM
1057.84,14,75.56,539.4984,518.3416,29-May-23,May,Customer 2792,South,3:27 PM
388.43,7,55.49,271.901,116.529,05-May-24,May,Customer 2732,Central,12:05 PM
383.25,7,54.75,241.4475,141.8025,11-Jul-23,July,Customer 188,East,3:54 PM
110.07,9,12.23,66.042,44.028,02-Sep-24,September,Customer 2427,Central,5:07 PM
1541.92,16,96.37,1125.6016,416.3184,25-Aug-24,August,Customer 921,East,9:38 PM
440,11,40,220,220,03-Aug-24,August,Customer 2676,Central,10:17 AM
150.6,3,50.2,76.806,73.794,18-Jan-24,January,Customer 1783,West,9:44 PM
489.42,6,81.57,249.6042,239.8158,08-Jan-24,January,Customer 1438,Central,6:08 PM
60.2,1,60.2,51.772,8.428,03-Sep-24,September,Customer 1178,North,5:45 PM
528.8,10,52.88,370.16,158.64,08-Aug-23,August,Customer 4995,East,12:30 PM
1591.54,17,93.62,1034.501,557.039,26-Jan-24,January,Customer 2685,West,3:38 PM
141.82,14,10.13,104.9468,36.8732,09-Mar-23,March,Customer 4454,East,3:04 PM
860.08,13,66.16,722.4672,137.6128,12-Jun-24,June,Customer 2565,South,2:23 PM
35.8,2,17.9,20.406,15.394,20-Oct-24,October,Customer 140,Central,9:31 PM
1282.99,17,75.47,833.9435,449.0465,15-Oct-23,October,Customer 1727,Central,2:25 PM
1301.6,16,81.35,1171.44,130.16,03-Jun-23,June,Customer 3132,South,8:50 PM
1134.24,16,70.89,907.392,226.848,29-Apr-23,April,Customer 3810,West,8:37 PM
1016.28,18,56.46,904.4892,111.7908,12-Mar-24,March,Customer 4699,South,7:56 PM
992,16,62,496,496,22-Apr-23,April,Customer 92,East,12:07 PM
